0,1,1,1
0.001,1.0001,1.026,0.99835
0.002,1.0005,1.052,0.99673
0.003,1.0012,1.0779,0.99514
0.004,1.0021,1.1039,0.99358
0.005,1.0032,1.1298,0.99205
0.006,1.0046,1.1558,0.99055
0.007,1.0062,1.1818,0.98909
0.008,1.0081,1.2078,0.98766
0.009,1.0102,1.2338,0.98626
0.01,1.0126,1.2599,0.98489
0.011,1.0152,1.286,0.98356
0.012,1.018,1.3122,0.98226
0.013,1.021,1.3384,0.98099
0.014,1.0243,1.3647,0.97976
0.015,1.0278,1.391,0.97856
0.016,1.0316,1.4175,0.9774
0.017,1.0356,1.444,0.97627
0.018,1.0398,1.4706,0.97518
0.019,1.0442,1.4972,0.97413
0.02,1.0488,1.524,0.97311
0.021,1.0537,1.5509,0.97214
0.022,1.0588,1.5779,0.9712
0.023,1.0641,1.605,0.9703
0.024,1.0696,1.6322,0.96944
0.025,1.0753,1.6595,0.96862
0.026,1.0813,1.687,0.96784
0.027,1.0874,1.7146,0.96711
0.028,1.0938,1.7424,0.96641
0.029,1.1004,1.7703,0.96576
0.03,1.1072,1.7983,0.96516
0.031,1.1142,1.8265,0.9646
0.032,1.1215,1.8549,0.96409
0.033,1.1289,1.8835,0.96362
0.034,1.1365,1.9122,0.9632
0.035,1.1444,1.9411,0.96283
0.036,1.1525,1.9702,0.96251
0.037,1.1608,1.9995,0.96224
0.038,1.1693,2.029,0.96202
0.039,1.178,2.0586,0.96185
0.04,1.1869,2.0885,0.96174
0.041,1.196,2.1187,0.96168
0.042,1.2053,2.149,0.96168
0.043,1.2149,2.1795,0.96173
0.044,1.2246,2.2103,0.96184
0.045,1.2346,2.2413,0.96202
0.046,1.2447,2.2726,0.96225
0.047,1.2551,2.3041,0.96254
0.048,1.2657,2.3359,0.9629
0.049,1.2765,2.3679,0.96332
0.05,1.2876,2.4002,0.96381
0.051,1.2988,2.4327,0.96436
0.052,1.3102,2.4655,0.96498
0.053,1.3219,2.4986,0.96567
0.054,1.3338,2.532,0.96644
0.055,1.3459,2.5657,0.96728
0.056,1.3582,2.5996,0.96819
0.057,1.3707,2.6339,0.96917
0.058,1.3834,2.6685,0.97024
0.059,1.3964,2.7034,0.97138
0.06,1.4096,2.7386,0.97261
0.061,1.423,2.7741,0.97392
0.062,1.4366,2.8099,0.97531
0.063,1.4504,2.8461,0.97679
0.064,1.4645,2.8826,0.97836
0.065,1.4788,2.9195,0.98001
0.066,1.4933,2.9567,0.98177
0.067,1.5081,2.9943,0.98361
0.068,1.523,3.0322,0.98555
0.069,1.5383,3.0705,0.98759
0.07,1.5537,3.1092,0.98973
0.071,1.5694,3.1482,0.99197
0.072,1.5853,3.1876,0.99432
0.073,1.6014,3.2275,0.99678
0.074,1.6178,3.2677,0.99934
0.075,1.6344,3.3083,1.002
0.076,1.6513,3.3493,1.0048
0.077,1.6684,3.3907,1.0077
0.078,1.6857,3.4326,1.0108
0.079,1.7033,3.4749,1.0139
0.08,1.7211,3.5176,1.0172
0.081,1.7392,3.5607,1.0206
0.082,1.7576,3.6043,1.0241
0.083,1.7762,3.6483,1.0278
0.084,1.795,3.6928,1.0316
0.085,1.8141,3.7378,1.0356
0.086,1.8335,3.7832,1.0396
0.087,1.8531,3.8291,1.0439
0.088,1.873,3.8754,1.0483
0.089,1.8932,3.9223,1.0528
0.09,1.9136,3.9696,1.0575
