0,1,1
0.005,1.005,0.99478
0.01,1.0099,0.98914
0.015,1.0149,0.98308
0.02,1.0198,0.97659
0.025,1.0246,0.9697
0.03,1.0295,0.96241
0.035,1.0343,0.95473
0.04,1.039,0.94666
0.045,1.0437,0.93822
0.05,1.0484,0.92941
0.055,1.053,0.92025
0.06,1.0576,0.91075
0.065,1.0621,0.90093
0.07,1.0666,0.89078
0.075,1.071,0.88033
0.08,1.0754,0.86959
0.085,1.0797,0.85858
0.09,1.084,0.8473
0.095,1.0882,0.83577
0.1,1.0924,0.824
0.105,1.0964,0.81202
0.11,1.1005,0.79983
0.115,1.1044,0.78745
0.12,1.1084,0.77489
0.125,1.1122,0.76217
0.13,1.116,0.74931
0.135,1.1197,0.73631
0.14,1.1233,0.7232
0.145,1.1269,0.70998
0.15,1.1304,0.69668
0.155,1.1339,0.6833
0.16,1.1373,0.66986
0.165,1.1406,0.65637
0.17,1.1438,0.64285
0.175,1.147,0.62931
0.18,1.1501,0.61576
0.185,1.1532,0.60221
0.19,1.1561,0.58868
0.195,1.1591,0.57518
0.2,1.1619,0.56171
0.205,1.1647,0.54829
0.21,1.1674,0.53494
0.215,1.17,0.52165
0.22,1.1726,0.50844
0.225,1.1751,0.49532
0.23,1.1776,0.48229
0.235,1.1799,0.46937
0.24,1.1822,0.45655
0.245,1.1845,0.44386
0.25,1.1867,0.43129
0.255,1.1888,0.41885
0.26,1.1909,0.40655
0.265,1.1929,0.3944
0.27,1.1948,0.38239
0.275,1.1967,0.37053
0.28,1.1985,0.35883
0.285,1.2003,0.34729
0.29,1.202,0.33591
0.295,1.2036,0.3247
0.3,1.2052,0.31365
0.305,1.2068,0.30278
0.31,1.2083,0.29209
0.315,1.2097,0.28157
0.32,1.2111,0.27122
0.325,1.2124,0.26105
0.33,1.2137,0.25106
0.335,1.2149,0.24126
0.34,1.2161,0.23163
0.345,1.2172,0.22218
0.35,1.2183,0.21291
0.355,1.2194,0.20381
0.36,1.2204,0.1949
0.365,1.2213,0.18617
0.37,1.2222,0.17761
0.375,1.2231,0.16923
0.38,1.2239,0.16102
0.385,1.2247,0.15298
0.39,1.2255,0.14512
0.395,1.2262,0.13743
0.4,1.2268,0.12991
0.405,1.2275,0.12255
0.41,1.2281,0.11535
0.415,1.2286,0.10832
0.42,1.2291,0.10145
0.425,1.2296,0.094742
0.43,1.2301,0.088186
0.435,1.2305,0.081783
0.44,1.2309,0.075532
0.445,1.2313,0.06943
0.45,1.2316,0.063474
0.455,1.2319,0.057662
0.46,1.2322,0.051992
0.465,1.2324,0.046461
0.47,1.2326,0.041067
0.475,1.2328,0.035807
0.48,1.233,0.030679
0.485,1.2331,0.025679
0.49,1.2333,0.020806
0.495,1.2334,0.016058
0.5,1.2334,0.011431
0.505,1.2335,0.0069225
0.51,1.2335,0.0025312
0.515,1.2335,-0.0017459
0.52,1.2335,-0.0059112
0.525,1.2334,-0.0099671
0.53,1.2334,-0.013916
0.535,1.2333,-0.01776
0.54,1.2332,-0.021502
0.545,1.2331,-0.025144
0.55,1.2329,-0.028688
0.555,1.2328,-0.032137
0.56,1.2326,-0.035492
0.565,1.2324,-0.038755
0.57,1.2322,-0.04193
0.575,1.232,-0.045018
0.58,1.2318,-0.048021
0.585,1.2315,-0.05094
0.59,1.2313,-0.053779
0.595,1.231,-0.056539
0.6,1.2307,-0.059222
0.605,1.2304,-0.06183
0.61,1.2301,-0.064364
0.615,1.2298,-0.066827
0.62,1.2294,-0.069219
0.625,1.2291,-0.071544
0.63,1.2287,-0.073802
0.635,1.2283,-0.075996
0.64,1.2279,-0.078126
0.645,1.2276,-0.080195
0.65,1.2271,-0.082204
0.655,1.2267,-0.084154
0.66,1.2263,-0.086047
0.665,1.2259,-0.087884
0.67,1.2254,-0.089668
0.675,1.225,-0.091398
0.68,1.2245,-0.093077
0.685,1.224,-0.094706
0.69,1.2236,-0.096286
0.695,1.2231,-0.097818
0.7,1.2226,-0.099304
0.705,1.2221,-0.10074
0.71,1.2216,-0.10214
0.715,1.2211,-0.10349
0.72,1.2205,-0.10481
0.725,1.22,-0.10608
0.73,1.2195,-0.10731
0.735,1.2189,-0.1085
0.74,1.2184,-0.10965
0.745,1.2178,-0.11077
0.75,1.2173,-0.11185
0.755,1.2167,-0.1129
0.76,1.2162,-0.11391
0.765,1.2156,-0.11489
0.77,1.215,-0.11584
0.775,1.2144,-0.11675
0.78,1.2138,-0.11764
0.785,1.2133,-0.11849
0.79,1.2127,-0.11932
0.795,1.2121,-0.12012
0.8,1.2115,-0.12089
0.805,1.2109,-0.12163
0.81,1.2102,-0.12235
0.815,1.2096,-0.12304
0.82,1.209,-0.1237
0.825,1.2084,-0.12434
0.83,1.2078,-0.12496
0.835,1.2071,-0.12555
0.84,1.2065,-0.12612
0.845,1.2059,-0.12667
0.85,1.2052,-0.1272
0.855,1.2046,-0.1277
0.86,1.204,-0.12819
0.865,1.2033,-0.12866
0.87,1.2027,-0.1291
0.875,1.202,-0.12953
0.88,1.2014,-0.12994
0.885,1.2007,-0.13033
0.89,1.2001,-0.1307
0.895,1.1994,-0.13105
0.9,1.1988,-0.13139
0.905,1.1981,-0.13171
0.91,1.1975,-0.13202
0.915,1.1968,-0.13231
0.92,1.1961,-0.13258
0.925,1.1955,-0.13284
0.93,1.1948,-0.13309
0.935,1.1941,-0.13332
0.94,1.1935,-0.13353
0.945,1.1928,-0.13373
0.95,1.1921,-0.13392
0.955,1.1915,-0.1341
0.96,1.1908,-0.13426
0.965,1.1901,-0.13441
0.97,1.1895,-0.13455
0.975,1.1888,-0.13468
0.98,1.1881,-0.13479
0.985,1.1874,-0.1349
0.99,1.1868,-0.13499
0.995,1.1861,-0.13507
1,1.1854,-0.13514
1.005,1.1847,-0.1352
1.01,1.1841,-0.13525
1.015,1.1834,-0.13529
1.02,1.1827,-0.13532
1.025,1.182,-0.13534
1.03,1.1813,-0.13535
1.035,1.1807,-0.13535
1.04,1.18,-0.13534
1.045,1.1793,-0.13532
1.05,1.1786,-0.1353
1.055,1.178,-0.13526
1.06,1.1773,-0.13522
1.065,1.1766,-0.13517
1.07,1.1759,-0.13511
1.075,1.1753,-0.13504
1.08,1.1746,-0.13497
1.085,1.1739,-0.13489
1.09,1.1732,-0.1348
1.095,1.1726,-0.1347
1.1,1.1719,-0.13459
1.105,1.1712,-0.13448
1.11,1.1705,-0.13436
1.115,1.1699,-0.13424
1.12,1.1692,-0.13411
1.125,1.1685,-0.13397
1.13,1.1679,-0.13382
1.135,1.1672,-0.13367
1.14,1.1665,-0.13351
1.145,1.1659,-0.13335
1.15,1.1652,-0.13318
1.155,1.1645,-0.133
1.16,1.1639,-0.13282
1.165,1.1632,-0.13263
1.17,1.1625,-0.13244
1.175,1.1619,-0.13224
1.18,1.1612,-0.13203
1.185,1.1606,-0.13182
1.19,1.1599,-0.1316
1.195,1.1592,-0.13138
1.2,1.1586,-0.13116
1.205,1.1579,-0.13092
1.21,1.1573,-0.13069
1.215,1.1566,-0.13045
1.22,1.156,-0.1302
1.225,1.1553,-0.12995
1.23,1.1547,-0.12969
1.235,1.154,-0.12943
1.24,1.1534,-0.12916
1.245,1.1527,-0.12889
1.25,1.1521,-0.12862
1.255,1.1514,-0.12834
1.26,1.1508,-0.12805
1.265,1.1502,-0.12776
1.27,1.1495,-0.12747
1.275,1.1489,-0.12717
1.28,1.1483,-0.12687
1.285,1.1476,-0.12657
1.29,1.147,-0.12625
1.295,1.1464,-0.12594
1.3,1.1457,-0.12562
1.305,1.1451,-0.1253
1.31,1.1445,-0.12497
1.315,1.1439,-0.12464
1.32,1.1432,-0.12431
1.325,1.1426,-0.12397
1.33,1.142,-0.12363
1.335,1.1414,-0.12328
1.34,1.1408,-0.12293
1.345,1.1401,-0.12258
1.35,1.1395,-0.12222
1.355,1.1389,-0.12186
1.36,1.1383,-0.1215
1.365,1.1377,-0.12113
1.37,1.1371,-0.12075
1.375,1.1365,-0.12038
1.38,1.1359,-0.12
1.385,1.1353,-0.11962
1.39,1.1347,-0.11923
1.395,1.1341,-0.11884
1.4,1.1335,-0.11845
1.405,1.1329,-0.11805
1.41,1.1323,-0.11765
1.415,1.1317,-0.11725
1.42,1.1312,-0.11684
1.425,1.1306,-0.11643
1.43,1.13,-0.11602
1.435,1.1294,-0.11561
1.44,1.1288,-0.11519
1.445,1.1283,-0.11476
1.45,1.1277,-0.11434
1.455,1.1271,-0.11391
1.46,1.1266,-0.11348
1.465,1.126,-0.11304
1.47,1.1254,-0.1126
1.475,1.1249,-0.11216
1.48,1.1243,-0.11172
1.485,1.1237,-0.11127
1.49,1.1232,-0.11082
1.495,1.1226,-0.11037
1.5,1.1221,-0.10991
1.505,1.1215,-0.10945
1.51,1.121,-0.10899
1.515,1.1204,-0.10852
1.52,1.1199,-0.10805
1.525,1.1194,-0.10758
1.53,1.1188,-0.10711
1.535,1.1183,-0.10663
1.54,1.1178,-0.10615
1.545,1.1172,-0.10567
1.55,1.1167,-0.10518
1.555,1.1162,-0.10469
1.56,1.1157,-0.1042
1.565,1.1151,-0.10371
1.57,1.1146,-0.10321
1.575,1.1141,-0.10271
1.58,1.1136,-0.10221
1.585,1.1131,-0.1017
1.59,1.1126,-0.1012
1.595,1.1121,-0.10068
1.6,1.1116,-0.10017
1.605,1.1111,-0.099656
1.61,1.1106,-0.099137
1.615,1.1101,-0.098616
1.62,1.1096,-0.098092
1.625,1.1091,-0.097565
1.63,1.1086,-0.097036
1.635,1.1081,-0.096505
1.64,1.1076,-0.09597
1.645,1.1072,-0.095433
1.65,1.1067,-0.094894
1.655,1.1062,-0.094352
1.66,1.1057,-0.093808
1.665,1.1053,-0.093261
1.67,1.1048,-0.092711
1.675,1.1044,-0.092159
1.68,1.1039,-0.091605
1.685,1.1034,-0.091048
1.69,1.103,-0.090489
1.695,1.1025,-0.089927
1.7,1.1021,-0.089363
1.705,1.1016,-0.088797
1.71,1.1012,-0.088228
1.715,1.1008,-0.087656
1.72,1.1003,-0.087083
1.725,1.0999,-0.086507
1.73,1.0995,-0.085929
1.735,1.099,-0.085348
1.74,1.0986,-0.084766
1.745,1.0982,-0.08418
1.75,1.0978,-0.083593
1.755,1.0973,-0.083004
1.76,1.0969,-0.082412
1.765,1.0965,-0.081818
1.77,1.0961,-0.081222
1.775,1.0957,-0.080624
1.78,1.0953,-0.080023
1.785,1.0949,-0.079421
1.79,1.0945,-0.078816
1.795,1.0941,-0.078209
1.8,1.0937,-0.077601
1.805,1.0933,-0.07699
1.81,1.093,-0.076377
1.815,1.0926,-0.075762
1.82,1.0922,-0.075145
1.825,1.0918,-0.074526
1.83,1.0915,-0.073906
1.835,1.0911,-0.073283
1.84,1.0907,-0.072658
1.845,1.0904,-0.072032
1.85,1.09,-0.071403
1.855,1.0896,-0.070773
1.86,1.0893,-0.070141
1.865,1.0889,-0.069507
1.87,1.0886,-0.068871
1.875,1.0883,-0.068234
1.88,1.0879,-0.067594
1.885,1.0876,-0.066954
1.89,1.0872,-0.066311
1.895,1.0869,-0.065667
1.9,1.0866,-0.065021
1.905,1.0863,-0.064373
1.91,1.0859,-0.063724
1.915,1.0856,-0.063073
1.92,1.0853,-0.062421
1.925,1.085,-0.061767
1.93,1.0847,-0.061112
1.935,1.0844,-0.060455
1.94,1.0841,-0.059797
1.945,1.0838,-0.059137
1.95,1.0835,-0.058476
1.955,1.0832,-0.057814
1.96,1.0829,-0.05715
1.965,1.0826,-0.056485
1.97,1.0824,-0.055819
1.975,1.0821,-0.055151
1.98,1.0818,-0.054483
1.985,1.0815,-0.053813
1.99,1.0813,-0.053142
1.995,1.081,-0.05247
2,1.0807,-0.051796
2.005,1.0805,-0.051122
2.01,1.0802,-0.050447
2.015,1.08,-0.049771
2.02,1.0797,-0.049093
2.025,1.0795,-0.048415
2.03,1.0793,-0.047736
2.035,1.079,-0.047056
2.04,1.0788,-0.046375
2.045,1.0786,-0.045694
2.05,1.0783,-0.045012
2.055,1.0781,-0.044329
2.06,1.0779,-0.043645
2.065,1.0777,-0.042961
2.07,1.0775,-0.042276
2.075,1.0772,-0.04159
2.08,1.077,-0.040904
2.085,1.0768,-0.040218
2.09,1.0766,-0.039531
2.095,1.0764,-0.038844
2.1,1.0762,-0.038156
2.105,1.0761,-0.037468
2.11,1.0759,-0.03678
2.115,1.0757,-0.036091
2.12,1.0755,-0.035402
2.125,1.0753,-0.034713
2.13,1.0752,-0.034024
2.135,1.075,-0.033335
2.14,1.0748,-0.032646
2.145,1.0747,-0.031957
2.15,1.0745,-0.031268
2.155,1.0744,-0.030579
2.16,1.0742,-0.02989
