0,1,1,1
0.001,0.99935,1.0001,0.99935
0.002,0.99873,1.0004,0.99873
0.003,0.99813,1.001,0.99813
0.004,0.99757,1.0018,0.99757
0.005,0.99703,1.0028,0.99703
0.006,0.99653,1.004,0.99653
0.007,0.99606,1.0054,0.99606
0.008,0.99561,1.007,0.99561
0.009,0.9952,1.0088,0.9952
0.01,0.99482,1.0109,0.99482
0.011,0.99447,1.0131,0.99447
0.012,0.99416,1.0156,0.99416
0.013,0.99387,1.0183,0.99387
0.014,0.99362,1.0211,0.99362
0.015,0.99341,1.0242,0.99341
0.016,0.99322,1.0275,0.99322
0.017,0.99307,1.0309,0.99307
0.018,0.99296,1.0346,0.99296
0.019,0.99288,1.0385,0.99288
0.02,0.99283,1.0425,0.99283
0.021,0.99283,1.0468,0.99283
0.022,0.99286,1.0513,0.99286
0.023,0.99292,1.0559,0.99292
0.024,0.99303,1.0608,0.99303
0.025,0.99318,1.0658,0.99318
0.026,0.99336,1.071,0.99336
0.027,0.99358,1.0764,0.99358
0.028,0.99385,1.0821,0.99385
0.029,0.99416,1.0879,0.99416
0.03,0.99451,1.0939,0.99451
0.031,0.9949,1.1,0.9949
0.032,0.99534,1.1064,0.99534
0.033,0.99582,1.113,0.99582
0.034,0.99635,1.1197,0.99635
0.035,0.99693,1.1267,0.99693
0.036,0.99755,1.1338,0.99755
0.037,0.99822,1.1411,0.99822
0.038,0.99894,1.1486,0.99894
0.039,0.99971,1.1563,0.99971
0.04,1.0005,1.1642,1.0005
0.041,1.0014,1.1723,1.0014
0.042,1.0023,1.1806,1.0023
0.043,1.0033,1.189,1.0033
0.044,1.0044,1.1977,1.0044
0.045,1.0055,1.2065,1.0055
0.046,1.0066,1.2155,1.0066
0.047,1.0078,1.2247,1.0078
0.048,1.0091,1.2341,1.0091
0.049,1.0105,1.2437,1.0105
0.05,1.0119,1.2535,1.0119
0.051,1.0133,1.2635,1.0133
0.052,1.0149,1.2737,1.0149
0.053,1.0164,1.284,1.0164
0.054,1.0181,1.2946,1.0181
0.055,1.0199,1.3054,1.0199
0.056,1.0217,1.3163,1.0217
0.057,1.0236,1.3274,1.0236
0.058,1.0255,1.3388,1.0255
0.059,1.0275,1.3503,1.0275
0.06,1.0297,1.362,1.0297
0.061,1.0319,1.374,1.0319
0.062,1.0341,1.3861,1.0341
0.063,1.0365,1.3984,1.0365
0.064,1.0389,1.411,1.0389
0.065,1.0415,1.4237,1.0415
0.066,1.0441,1.4366,1.0441
0.067,1.0468,1.4498,1.0468
0.068,1.0496,1.4631,1.0496
0.069,1.0525,1.4766,1.0525
0.07,1.0555,1.4904,1.0555
0.071,1.0586,1.5044,1.0586
0.072,1.0618,1.5185,1.0618
0.073,1.0651,1.5329,1.0651
0.074,1.0685,1.5475,1.0685
0.075,1.072,1.5623,1.072
0.076,1.0756,1.5774,1.0756
0.077,1.0794,1.5926,1.0794
0.078,1.0832,1.6081,1.0832
0.079,1.0872,1.6237,1.0872
0.08,1.0913,1.6396,1.0913
0.081,1.0955,1.6558,1.0955
0.082,1.0998,1.6721,1.0998
0.083,1.1043,1.6887,1.1043
0.084,1.1089,1.7055,1.1089
0.085,1.1136,1.7225,1.1136
0.086,1.1185,1.7398,1.1185
0.087,1.1235,1.7572,1.1235
0.088,1.1286,1.775,1.1286
0.089,1.134,1.7929,1.134
0.09,1.1394,1.8111,1.1394
0.091,1.145,1.8295,1.145
0.092,1.1508,1.8482,1.1508
0.093,1.1567,1.8671,1.1567
0.094,1.1628,1.8863,1.1628
0.095,1.169,1.9057,1.169
0.096,1.1754,1.9253,1.1754
0.097,1.182,1.9453,1.182
0.098,1.1888,1.9654,1.1888
0.099,1.1958,1.9858,1.1958
0.1,1.2029,2.0065,1.2029
0.101,1.2102,2.0274,1.2102
0.102,1.2178,2.0486,1.2178
0.103,1.2255,2.0701,1.2255
0.104,1.2334,2.0918,1.2334
0.105,1.2416,2.1138,1.2416
0.106,1.2499,2.136,1.2499
0.107,1.2585,2.1586,1.2585
0.108,1.2673,2.1814,1.2673
0.109,1.2763,2.2044,1.2763
0.11,1.2855,2.2278,1.2855
0.111,1.295,2.2514,1.295
0.112,1.3048,2.2754,1.3048
0.113,1.3147,2.2996,1.3147
0.114,1.325,2.3241,1.325
0.115,1.3354,2.3489,1.3354
0.116,1.3462,2.374,1.3462
0.117,1.3572,2.3994,1.3572
0.118,1.3685,2.4251,1.3685
0.119,1.3801,2.4511,1.3801
0.12,1.3919,2.4774,1.3919
0.121,1.4041,2.504,1.4041
0.122,1.4166,2.5309,1.4166
0.123,1.4293,2.5582,1.4293
0.124,1.4424,2.5857,1.4424
0.125,1.4558,2.6136,1.4558
0.126,1.4695,2.6418,1.4695
0.127,1.4836,2.6703,1.4836
0.128,1.498,2.6992,1.498
0.129,1.5128,2.7284,1.5128
0.13,1.5279,2.7579,1.5279
0.131,1.5434,2.7878,1.5434
0.132,1.5592,2.818,1.5592
0.133,1.5755,2.8485,1.5755
0.134,1.5921,2.8794,1.5921
0.135,1.6091,2.9107,1.6091
0.136,1.6265,2.9423,1.6265
0.137,1.6444,2.9742,1.6444
0.138,1.6626,3.0066,1.6626
0.139,1.6813,3.0392,1.6813
0.14,1.7005,3.0723,1.7005
0.141,1.7201,3.1057,1.7201
0.142,1.7402,3.1395,1.7402
0.143,1.7607,3.1737,1.7607
0.144,1.7817,3.2083,1.7817
0.145,1.8032,3.2433,1.8032
0.146,1.8252,3.2786,1.8252
0.147,1.8478,3.3143,1.8478
0.148,1.8708,3.3505,1.8708
0.149,1.8944,3.387,1.8944
0.15,1.9186,3.4239,1.9186
0.151,1.9433,3.4613,1.9433
0.152,1.9685,3.499,1.9685
0.153,1.9944,3.5372,1.9944
0.154,2.0209,3.5758,2.0209
0.155,2.0479,3.6148,2.0479
0.156,2.0756,3.6542,2.0756
0.157,2.1039,3.6941,2.1039
0.158,2.1329,3.7344,2.1329
0.159,2.1626,3.7751,2.1626
0.16,2.1929,3.8163,2.1929
0.161,2.2239,3.858,2.2239
0.162,2.2556,3.9,2.2556
0.163,2.288,3.9426,2.288
0.164,2.3212,3.9856,2.3212
0.165,2.3551,4.029,2.3551
0.166,2.3898,4.0729,2.3898
0.167,2.4253,4.1173,2.4253
0.168,2.4616,4.1622,2.4616
0.169,2.4987,4.2075,2.4987
0.17,2.5366,4.2533,2.5366
0.171,2.5754,4.2996,2.5754
0.172,2.6151,4.3464,2.6151
0.173,2.6556,4.3937,2.6556
0.174,2.697,4.4415,2.697
0.175,2.7394,4.4898,2.7394
0.176,2.7827,4.5386,2.7827
0.177,2.827,4.5879,2.827
0.178,2.8722,4.6377,2.8722
0.179,2.9185,4.6881,2.9185
0.18,2.9658,4.7389,2.9658
0.181,3.0141,4.7903,3.0141
0.182,3.0635,4.8422,3.0635
0.183,3.114,4.8947,3.114
0.184,3.1656,4.9477,3.1656
0.185,3.2183,5.0012,3.2183
0.186,3.2721,5.0553,3.2721
0.187,3.3272,5.1099,3.3272
