0,1,1
0.005,1.005,0.99478
0.01,1.0099,0.9891
0.015,1.0149,0.98299
0.02,1.0198,0.97644
0.025,1.0246,0.96947
0.03,1.0295,0.96207
0.035,1.0343,0.95427
0.04,1.039,0.94606
0.045,1.0437,0.93746
0.05,1.0484,0.92848
0.055,1.053,0.91913
0.06,1.0576,0.90942
0.065,1.0621,0.89937
0.07,1.0666,0.88898
0.075,1.071,0.87828
0.08,1.0754,0.86727
0.085,1.0797,0.85596
0.09,1.0839,0.84438
0.095,1.0881,0.83253
0.1,1.0922,0.82044
0.105,1.0963,0.80811
0.11,1.1003,0.79556
0.115,1.1043,0.78281
0.12,1.1081,0.76987
0.125,1.112,0.75676
0.13,1.1157,0.7435
0.135,1.1194,0.73009
0.14,1.123,0.71655
0.145,1.1266,0.7029
0.15,1.13,0.68915
0.155,1.1335,0.67532
0.16,1.1368,0.66142
0.165,1.1401,0.64746
0.17,1.1433,0.63347
0.175,1.1464,0.61944
0.18,1.1495,0.6054
0.185,1.1525,0.59136
0.19,1.1554,0.57733
0.195,1.1582,0.56332
0.2,1.161,0.54934
0.205,1.1637,0.53541
0.21,1.1664,0.52153
0.215,1.1689,0.50772
0.22,1.1714,0.49398
0.225,1.1739,0.48032
0.23,1.1762,0.46675
0.235,1.1785,0.45329
0.24,1.1808,0.43993
0.245,1.1829,0.42669
0.25,1.185,0.41357
0.255,1.1871,0.40058
0.26,1.1891,0.38772
0.265,1.191,0.375
0.27,1.1928,0.36243
0.275,1.1946,0.35
0.28,1.1963,0.33773
0.285,1.198,0.32562
0.29,1.1996,0.31367
0.295,1.2011,0.30188
0.3,1.2026,0.29026
0.305,1.204,0.27881
0.31,1.2054,0.26753
0.315,1.2067,0.25642
0.32,1.2079,0.24549
0.325,1.2091,0.23473
0.33,1.2103,0.22415
0.335,1.2114,0.21374
0.34,1.2124,0.20351
0.345,1.2134,0.19346
0.35,1.2144,0.18358
0.355,1.2152,0.17388
0.36,1.2161,0.16436
0.365,1.2169,0.15501
0.37,1.2176,0.14583
0.375,1.2183,0.13683
0.38,1.219,0.12799
0.385,1.2196,0.11933
0.39,1.2202,0.11083
0.395,1.2207,0.1025
0.4,1.2212,0.094339
0.405,1.2217,0.086337
0.41,1.2221,0.078495
0.415,1.2225,0.070811
0.42,1.2228,0.063283
0.425,1.2231,0.055909
0.43,1.2234,0.048686
0.435,1.2236,0.041612
0.44,1.2238,0.034684
0.445,1.2239,0.027901
0.45,1.2241,0.021259
0.455,1.2241,0.014756
0.46,1.2242,0.0083892
0.465,1.2242,0.0021563
0.47,1.2242,-0.0039455
0.475,1.2242,-0.0099189
0.48,1.2241,-0.015766
0.485,1.224,-0.021491
0.49,1.2239,-0.027094
0.495,1.2238,-0.03258
0.5,1.2236,-0.03795
0.505,1.2234,-0.043207
0.51,1.2232,-0.048354
0.515,1.2229,-0.053393
0.52,1.2226,-0.058327
0.525,1.2223,-0.063159
0.53,1.222,-0.06789
0.535,1.2216,-0.072523
0.54,1.2213,-0.077061
0.545,1.2209,-0.081506
0.55,1.2204,-0.08586
0.555,1.22,-0.090126
0.56,1.2195,-0.094306
0.565,1.2191,-0.098402
0.57,1.2186,-0.10242
0.575,1.218,-0.10635
0.58,1.2175,-0.11021
0.585,1.2169,-0.11399
0.59,1.2164,-0.1177
0.595,1.2158,-0.12134
0.6,1.2151,-0.12491
0.605,1.2145,-0.12842
0.61,1.2139,-0.13186
0.615,1.2132,-0.13523
0.62,1.2125,-0.13855
0.625,1.2118,-0.1418
0.63,1.2111,-0.145
0.635,1.2104,-0.14814
0.64,1.2096,-0.15123
0.645,1.2088,-0.15426
0.65,1.2081,-0.15725
0.655,1.2073,-0.16018
0.66,1.2065,-0.16307
0.665,1.2056,-0.16591
0.67,1.2048,-0.16871
0.675,1.204,-0.17146
0.68,1.2031,-0.17417
0.685,1.2022,-0.17684
0.69,1.2013,-0.17948
0.695,1.2004,-0.18207
0.7,1.1995,-0.18463
0.705,1.1986,-0.18716
0.71,1.1976,-0.18965
0.715,1.1967,-0.19211
0.72,1.1957,-0.19454
0.725,1.1947,-0.19693
0.73,1.1937,-0.1993
0.735,1.1927,-0.20165
0.74,1.1917,-0.20396
0.745,1.1907,-0.20625
0.75,1.1897,-0.20852
0.755,1.1886,-0.21076
0.76,1.1876,-0.21298
0.765,1.1865,-0.21519
0.77,1.1854,-0.21737
0.775,1.1843,-0.21953
0.78,1.1832,-0.22167
0.785,1.1821,-0.2238
0.79,1.181,-0.22591
0.795,1.1798,-0.228
0.8,1.1787,-0.23008
0.805,1.1775,-0.23215
0.81,1.1764,-0.2342
0.815,1.1752,-0.23624
0.82,1.174,-0.23827
0.825,1.1728,-0.24029
0.83,1.1716,-0.24231
0.835,1.1704,-0.24431
0.84,1.1692,-0.2463
0.845,1.1679,-0.24829
0.85,1.1667,-0.25027
0.855,1.1654,-0.25225
0.86,1.1642,-0.25422
0.865,1.1629,-0.25619
0.87,1.1616,-0.25815
0.875,1.1603,-0.26011
0.88,1.159,-0.26207
0.885,1.1577,-0.26403
0.89,1.1564,-0.26599
0.895,1.155,-0.26794
0.9,1.1537,-0.2699
0.905,1.1523,-0.27186
0.91,1.151,-0.27382
0.915,1.1496,-0.27579
0.92,1.1482,-0.27775
0.925,1.1468,-0.27973
0.93,1.1454,-0.2817
0.935,1.144,-0.28368
0.94,1.1426,-0.28567
0.945,1.1411,-0.28767
0.95,1.1397,-0.28967
0.955,1.1382,-0.29168
0.96,1.1368,-0.2937
0.965,1.1353,-0.29573
0.97,1.1338,-0.29776
0.975,1.1323,-0.29981
0.98,1.1308,-0.30187
0.985,1.1293,-0.30394
0.99,1.1278,-0.30603
0.995,1.1262,-0.30812
1,1.1247,-0.31023
1.005,1.1231,-0.31236
1.01,1.1216,-0.3145
1.015,1.12,-0.31666
1.02,1.1184,-0.31883
1.025,1.1168,-0.32102
1.03,1.1152,-0.32323
1.035,1.1136,-0.32545
1.04,1.1119,-0.3277
1.045,1.1103,-0.32996
1.05,1.1086,-0.33225
1.055,1.107,-0.33456
1.06,1.1053,-0.33689
1.065,1.1036,-0.33924
1.07,1.1019,-0.34162
1.075,1.1002,-0.34402
1.08,1.0985,-0.34645
1.085,1.0967,-0.3489
1.09,1.095,-0.35138
1.095,1.0932,-0.35389
1.1,1.0914,-0.35642
1.105,1.0896,-0.35899
1.11,1.0878,-0.36158
1.115,1.086,-0.36421
1.12,1.0842,-0.36687
1.125,1.0824,-0.36956
1.13,1.0805,-0.37229
1.135,1.0786,-0.37505
1.14,1.0768,-0.37784
1.145,1.0749,-0.38068
1.15,1.0729,-0.38355
1.155,1.071,-0.38646
1.16,1.0691,-0.38941
1.165,1.0671,-0.3924
1.17,1.0652,-0.39544
1.175,1.0632,-0.39852
1.18,1.0612,-0.40164
1.185,1.0592,-0.40481
1.19,1.0571,-0.40802
1.195,1.0551,-0.41129
1.2,1.053,-0.4146
1.205,1.0509,-0.41797
1.21,1.0488,-0.42139
1.215,1.0467,-0.42486
1.22,1.0446,-0.42839
1.225,1.0424,-0.43198
1.23,1.0403,-0.43562
1.235,1.0381,-0.43933
1.24,1.0359,-0.4431
1.245,1.0336,-0.44693
1.25,1.0314,-0.45083
1.255,1.0291,-0.45479
1.26,1.0269,-0.45883
1.265,1.0245,-0.46293
1.27,1.0222,-0.46711
1.275,1.0199,-0.47136
1.28,1.0175,-0.4757
1.285,1.0151,-0.48011
1.29,1.0127,-0.4846
1.295,1.0103,-0.48918
1.3,1.0078,-0.49384
1.305,1.0053,-0.49859
1.31,1.0028,-0.50344
1.315,1.0003,-0.50838
1.32,0.99775,-0.51342
1.325,0.99517,-0.51855
1.33,0.99256,-0.52379
1.335,0.98993,-0.52914
1.34,0.98727,-0.5346
1.345,0.98458,-0.54017
1.35,0.98187,-0.54586
1.355,0.97912,-0.55166
1.36,0.97635,-0.55759
1.365,0.97355,-0.56365
1.37,0.97071,-0.56984
1.375,0.96785,-0.57617
1.38,0.96495,-0.58263
1.385,0.96202,-0.58924
1.39,0.95906,-0.596
1.395,0.95606,-0.60291
1.4,0.95303,-0.60999
1.405,0.94996,-0.61722
1.41,0.94686,-0.62462
1.415,0.94371,-0.6322
1.42,0.94053,-0.63996
1.425,0.93731,-0.64791
1.43,0.93405,-0.65604
1.435,0.93075,-0.66438
1.44,0.92741,-0.67293
1.445,0.92402,-0.68169
1.45,0.92059,-0.69067
1.455,0.91712,-0.69988
1.46,0.91359,-0.70933
1.465,0.91002,-0.71903
1.47,0.9064,-0.72898
1.475,0.90273,-0.73919
1.48,0.89901,-0.74968
1.485,0.89524,-0.76045
1.49,0.89141,-0.77151
1.495,0.88752,-0.78288
1.5,0.88358,-0.79457
1.505,0.87957,-0.80659
1.51,0.87551,-0.81894
1.515,0.87138,-0.83166
1.52,0.86719,-0.84474
1.525,0.86294,-0.8582
1.53,0.85861,-0.87206
1.535,0.85421,-0.88634
1.54,0.84975,-0.90105
1.545,0.8452,-0.91621
1.55,0.84058,-0.93183
1.555,0.83588,-0.94794
1.56,0.8311,-0.96456
1.565,0.82624,-0.98171
1.57,0.82129,-0.9994
1.575,0.81624,-1.0177
1.58,0.81111,-1.0365
1.585,0.80588,-1.056
1.59,0.80055,-1.0762
1.595,0.79511,-1.097
1.6,0.78957,-1.1186
1.605,0.78393,-1.1409
1.61,0.77816,-1.1639
1.615,0.77229,-1.1878
1.62,0.76628,-1.2126
1.625,0.76016,-1.2382
1.63,0.7539,-1.2648
1.635,0.74751,-1.2923
1.64,0.74098,-1.3209
1.645,0.7343,-1.3505
1.65,0.72747,-1.3813
1.655,0.72048,-1.4133
1.66,0.71333,-1.4465
1.665,0.70602,-1.4811
1.67,0.69852,-1.517
1.675,0.69084,-1.5543
1.68,0.68297,-1.5932
1.685,0.67491,-1.6337
1.69,0.66663,-1.6759
1.695,0.65815,-1.7198
1.7,0.64943,-1.7657
1.705,0.64049,-1.8135
1.71,0.6313,-1.8633
1.715,0.62185,-1.9154
1.72,0.61214,-1.9698
1.725,0.60215,-2.0266
1.73,0.59187,-2.0861
1.735,0.58128,-2.1482
1.74,0.57038,-2.2132
1.745,0.55914,-2.2813
1.75,0.54756,-2.3527
1.755,0.53561,-2.4274
1.76,0.52328,-2.5057
1.765,0.51055,-2.5879
1.77,0.4974,-2.6741
1.775,0.4838,-2.7646
1.78,0.46974,-2.8597
1.785,0.4552,-2.9595
1.79,0.44014,-3.0645
1.795,0.42454,-3.1748
1.8,0.40838,-3.2908
1.805,0.39162,-3.4129
1.81,0.37424,-3.5413
1.815,0.3562,-3.6765
1.82,0.33746,-3.8188
1.825,0.318,-3.9687
1.83,0.29776,-4.1264
1.835,0.27672,-4.2926
1.84,0.25482,-4.4675
1.845,0.23203,-4.6516
1.85,0.20829,-4.8454
1.855,0.18356,-5.0492
1.86,0.15778,-5.2635
1.865,0.13091,-5.4887
1.87,0.10288,-5.7251
1.875,0.073636,-5.973
1.88,0.043127,-6.2326
1.885,0.01129,-6.5041
1.89,-0.021933,-6.7874
1.895,-0.056603,-7.0825
1.9,-0.092778,-7.3889
1.905,-0.13051,-7.7062
1.91,-0.16986,-8.0334
1.915,-0.21086,-8.3695
1.92,-0.25356,-8.7129
1.925,-0.298,-9.0617
1.93,-0.34419,-9.4134
1.935,-0.39213,-9.765
1.94,-0.44183,-10.113
1.945,-0.49325,-10.453
1.95,-0.54634,-10.781
1.955,-0.60103,-11.091
1.96,-0.65721,-11.377
1.965,-0.71476,-11.634
1.97,-0.77349,-11.853
1.975,-0.83322,-12.03
1.98,-0.89371,-12.157
1.985,-0.95469,-12.228
1.99,-1.0159,-12.238
1.995,-1.077,-12.183
2,-1.1376,-12.06
2.005,-1.1975,-11.869
2.01,-1.2562,-11.61
2.015,-1.3134,-11.285
2.02,-1.3689,-10.9
2.025,-1.4224,-10.461
2.03,-1.4735,-9.9761
2.035,-1.5221,-9.4532
2.04,-1.568,-8.9024
2.045,-1.6111,-8.3332
2.05,-1.6513,-7.7552
2.055,-1.6886,-7.1773
2.06,-1.7231,-6.6074
2.065,-1.7547,-6.0525
2.07,-1.7836,-5.5182
2.075,-1.8099,-5.0092
2.08,-1.8338,-4.5286
2.085,-1.8553,-4.0787
2.09,-1.8746,-3.6607
2.095,-1.8919,-3.2749
2.1,-1.9074,-2.921
2.105,-1.9212,-2.5981
2.11,-1.9334,-2.3049
2.115,-1.9443,-2.0399
2.12,-1.9539,-1.8011
2.125,-1.9623,-1.5868
2.13,-1.9698,-1.395
2.135,-1.9763,-1.2238
2.14,-1.982,-1.0713
2.145,-1.9871,-0.93577
